Macrotrends Data Download

U.S. Manufacturing Output 1997-2020


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, Output, % of GDP, Growth Rate
date, Billions of US $, % of GDP, 
1997-12-31,1379.8864,16.0872
1998-12-31,1429.598421,15.7743
1999-12-31,1488.256019,15.4533
2000-12-31,1549.834603,15.1169
2001-12-31,1473.245581,13.9224
2002-12-31,1470.447377,13.4454
2003-12-31,1525.789278,13.3161
2004-12-31,1609.79276,13.1802
2005-12-31,1693.860366,12.9931
2006-12-31,1795.086802,12.9941
2007-12-31,1847.304576,12.7825
2008-12-31,1803.162351,12.2557
2009-12-31,1695.072536,11.7315
2010-12-31,1788.954408,11.9327
2011-12-31,1857.682037,11.9522
2012-12-31,1919.702813,11.8522
2013-12-31,1981.753561,11.8068
2014-12-31,2039.368688,11.6391
2015-12-31,2116.23592,11.6154
2016-12-31,2080.660512,11.1223
2017-12-31,2173.319535,11.1536
